passenger_id,full_name,age,gender,country,loyalty_tier,total_miles_flown,lifetime_spend,avg_ticket_price,preferred_route,last_booking_date,cancellation_rate,upgrade_history_count,ancillary_spend_avg,churn_risk_score
PX1032,Ansh Agrawal,49,M,India,Silver,205408,1942662.1987154935,5202.343290920107,BOM-DEL,2025-05-16,0.06120810018440759,1,215.0944956053861,0.5261670407513921
PX1033,Isaiah Tak,52,M,India,Silver,480398,371147.4531789505,13374.732259899638,AMD-BOM,2025-05-18,0.14504846898137613,3,308.2333273844082,0.11894062040289455
PX1034,Madhavi Konda,37,F,India,Blue,209,1488731.7822877243,11016.034617115754,MAA-MAA,2025-08-30,0.016714765648873253,3,700.7367820656679,0.34982865615658965
PX1035,Shravya Solanki,68,M,India,Gold,438530,1986359.4670861783,13518.519554728433,BLR-CCU,2025-07-26,0.04161203866068811,0,1416.2044076050504,0.2551875797322096
PX1036,Hemangini Balasubramanian,69,M,India,Blue,3124,807987.1228874634,7456.267222155494,MAA-MAA,2025-08-09,0.03740926851613606,8,1496.675218323099,0.22695674046034287
PX1037,Krishna Kadakia,63,M,India,Blue,3761,1608001.8456829072,10563.152786426344,CCU-BLR,2025-02-22,0.13137627668100763,3,1688.5733483578538,0.5434909744029861
PX1038,Manthan Taneja,61,F,India,Blue,3,980699.8714792914,14768.445250283094,MAA-BLR,2025-12-12,0.05569641569639964,7,230.86151091508458,0.5645719900004602
PX1039,Garima Savant,20,M,India,Blue,4624,162747.74440712825,7972.201427165828,MAA-PNQ,2025-02-16,0.04829046972608682,6,358.32772979847994,0.1685244565153915
PX1040,Praneel Bala,58,F,India,Silver,205112,207848.80897976537,10449.708674578053,BOM-DEL,2025-09-15,0.038964984256969225,6,1613.1838692936883,0.9970243750172867
PX1041,Dalaja Subramaniam,37,M,India,Blue,1236,1061647.9486867362,13421.636268978984,DEL-AMD,2025-09-01,0.1382338964450867,9,231.64517973777035,0.10275746475267877
PX1042,Yatan Raval,25,F,India,Blue,2144,1735151.7600438748,7596.26221926925,DEL-MAA,2026-01-25,0.023163554428717852,9,1929.905757731609,0.18635060867675357
PX1043,Forum Bedi,56,F,India,Silver,493610,173166.9399894703,12584.390188869798,BOM-PNQ,2025-09-03,0.09455818090860266,9,1847.8158751765193,0.7686844715793524
PX1044,Garima Tak,57,F,India,Silver,77120,1465671.1087750336,5386.99845294109,PNQ-DEL,2025-03-25,0.0494762803344295,6,1289.5205913920004,0.10871966409934952
PX1045,Harsh Bera,45,F,India,Blue,4048,295617.45330294163,9067.144170679152,BLR-BOM,2025-04-08,0.04612869686525221,7,699.6979427958696,0.7184286098981156
PX1046,Veda Oak,64,M,India,Silver,45819,1179186.679274816,14126.154414925824,CCU-BLR,2025-08-01,0.07064382072667134,2,1827.562322485585,0.6632388531882499
PX1047,Gaurav Loyal,43,F,India,Blue,134,1519451.513497093,12433.506028456664,DEL-AMD,2025-05-18,0.08619212615705908,2,444.62487327298516,0.2734267893459795
PX1048,Jagat Ahluwalia,36,M,India,Silver,236818,364484.0044089254,5833.1944504891835,HYD-DEL,2025-08-30,0.12247657321348632,8,364.1043673548796,0.5648599435276943
PX1049,Xiti Grewal,28,M,India,Silver,281079,1713850.8345490717,13136.645798846394,BLR-MAA,2025-07-20,0.06935563878780171,1,1412.608622992921,0.1568698550679266
PX1050,Bakhshi Chanda,54,F,India,Gold,366276,1306281.9613888075,12136.458906300752,DEL-MAA,2025-03-11,0.04336273626639998,2,1895.493559454969,0.792384326491866
PX1051,Jeet Bahl,73,F,India,Blue,2128,116530.13123295386,7013.370037502169,HYD-AMD,2025-03-22,0.06062123576948003,7,1479.5703886429505,0.19596666835089405
PX1052,Dipta Nadkarni,57,F,India,Gold,6837,1338076.0173929185,8833.813467054271,BLR-BLR,2025-05-05,0.005333741547528281,1,1314.0473871425288,0.6183302186537196
PX1053,Nandini Nagar,66,F,India,Silver,183517,309022.3674287761,13935.594230077517,BOM-BLR,2025-08-18,0.028573287070612716,9,329.1631723176294,0.8579456161107603
PX1054,Ucchal Narasimhan,40,F,India,Blue,3945,1841008.2852949868,14265.566390108343,GOI-AMD,2026-02-11,0.04229830660184802,8,1163.4730831263394,0.8865263040437479
PX1055,Yash Gandhi,47,F,India,Blue,2920,1410779.6055183266,8910.209378288884,BOM-BOM,2026-01-13,0.08357179408518965,8,1167.2187951045312,0.34282059026253553
PX1056,Kiaan Tella,73,F,India,Blue,2267,1001857.5786064098,7047.32642570936,GOI-GOI,2025-07-13,0.14335146301816645,9,828.2459511645038,0.6869412300649103
PX1057,Dayamai Saini,56,M,India,Blue,276,501016.44834735215,14288.088843957927,CCU-AMD,2025-03-25,0.004929898826854145,3,959.6047273131426,0.7200867832027386
PX1058,Christopher Dhawan,42,F,India,Blue,2224,70074.872037681,8346.51657482795,GOI-DEL,2026-02-04,0.05948160421203524,4,1277.69420467082,0.3590275900972624
PX1059,Shaurya Dixit,35,M,India,Blue,91,1562951.8548682753,11487.455162430764,GOI-DEL,2025-09-18,0.03429065664871757,5,1622.8503190903639,0.9600853630687823
PX1060,Shivansh Srinivas,61,M,India,Blue,995,1823054.5820977355,7800.876592933611,PNQ-BLR,2025-03-08,0.041618446360387834,2,1882.6214639839327,0.24871249884419133
PX1061,Warinder Deshpande,42,M,India,Blue,1043,137810.08826817528,11295.155317775694,BOM-DEL,2025-07-12,0.12042065086821115,6,556.7458525112863,0.32518420575020524
PX1062,Fiyaz Samra,49,M,India,Blue,3562,499640.20370450144,13338.31880697808,PNQ-PNQ,2025-12-28,0.006379018411215209,7,1978.2760335213388,0.5944769296628033
PX1063,Yachana Bhalla,73,F,India,Blue,423,443795.852805839,14345.651137796876,BOM-CCU,2025-08-28,0.02366461680493731,9,1035.0585323064456,0.948398210634973
PX1064,Onveer Pradhan,37,F,India,Blue,2526,1285035.9558711115,13492.55030323379,BOM-PNQ,2026-01-15,0.03360983262186436,9,1565.991046268348,0.31816020655868105
PX1065,Ucchal Reddy,27,M,India,Gold,226040,1286932.8042278057,12035.99488290586,PNQ-CCU,2025-11-15,0.13902866794877095,6,1210.4253547093333,0.7068086297089873
PX1066,Ekiya Ramakrishnan,28,F,India,Blue,3237,1427738.6825019876,10408.030673455976,AMD-BOM,2025-10-30,0.1266426206192402,5,1404.8512750889834,0.18863552518380022
PX1067,Yashawini Grover,50,F,India,Gold,99153,788027.986490203,4718.952768209753,HYD-MAA,2025-03-28,0.05965949056311198,3,751.5542597909844,0.02625225982864232
PX1068,Damini Patla,34,F,India,Gold,256483,469992.05538544286,9591.729946789535,BOM-BLR,2025-05-27,0.14282953234023937,9,1524.1397368823582,0.7585729438335195
PX1069,Raksha Kari,59,F,India,Blue,3563,1729214.2267605974,13577.63036086815,HYD-PNQ,2025-09-30,0.11871971468608053,5,251.37269560069547,0.9294356698455747
PX1070,Reyansh Kara,68,M,India,Blue,2365,1135330.4138293304,10990.91307729615,DEL-GOI,2026-01-30,0.050019317159539396,2,1953.3015465085616,0.9017340639122755
PX1071,Idika Gulati,37,F,India,Gold,440288,330727.71171764936,8113.144643746737,DEL-BOM,2025-10-07,0.14288576702216102,1,1271.2358553274823,0.6885165725172633
PX1072,Devansh Bhakta,50,M,India,Blue,4423,70649.8434033534,9983.732425460765,AMD-DEL,2025-08-25,0.011518230328753636,6,1690.6702007666854,0.9353282910570689
PX1073,Ijaya Sachar,20,F,India,Platinum,87763,1042419.693412898,10475.655154493455,DEL-CCU,2025-05-13,0.044130249553058117,9,1078.5583441273811,0.7251292398768207
PX1074,Bhavini Wable,37,M,India,Blue,4786,1542668.1770835065,6256.361166004978,BOM-BOM,2025-08-10,0.1308209307492264,1,947.9136863326014,0.287493448694792
PX1075,Nakul Shroff,54,F,India,Blue,1506,607806.8589456641,8376.697840407884,MAA-GOI,2025-06-23,0.08550607028202455,6,1228.6144894878155,0.6321945130857944
PX1076,Raksha Maharaj,62,F,India,Blue,4243,938853.0980797227,5417.020126315322,DEL-HYD,2025-07-21,0.11929848187629197,7,876.2870058661574,0.911699050618031
PX1077,Oni Sharma,38,M,India,Blue,2426,433784.6450340518,7608.749267749339,BLR-CCU,2025-03-02,0.046537340019351024,8,1703.6920711686823,0.455209452359134
PX1078,Aditya Chatterjee,33,M,India,Blue,635,237036.87798570545,14947.632831067933,DEL-AMD,2025-08-01,0.09925963595784656,5,1029.5591558805568,0.8619757313476751
PX1079,Amrita Parsa,67,F,India,Gold,303809,304003.6300865402,12274.133693633024,AMD-DEL,2025-08-28,0.026053133926321997,0,993.2199913266635,0.1187237731522599
PX1080,Urishilla Balasubramanian,59,M,India,Silver,211671,93696.68409082718,4365.978070501921,HYD-HYD,2025-04-28,0.1317251469855187,4,1309.7074127959663,0.6509408242873632
PX1081,Mitesh Choudhry,34,F,India,Blue,371,1388505.6654886554,5578.224835337314,CCU-PNQ,2025-10-29,0.0752021284333086,4,741.6628108786828,0.9017716709629857
PX1082,Yachana Solanki,39,M,India,Blue,3402,1114291.0334090176,7834.372522073909,BOM-BOM,2025-12-24,0.09205867197170828,1,861.6407032295044,0.1994594959286914
PX1083,Henry Kar,70,M,India,Blue,4266,1406259.884049254,6557.879596837209,BLR-AMD,2025-07-02,0.08378441593904311,3,264.00833087750345,0.000638347413532081
PX1084,Nakul Uppal,70,M,India,Blue,2155,1213372.62002609,11819.927826235795,GOI-BLR,2025-03-22,0.14925141820184093,7,1819.7520727852975,0.5155221535034268
PX1085,Xavier Guha,68,M,India,Silver,107609,1147002.9807423605,10121.284681306191,DEL-AMD,2025-10-20,0.11048527625788249,6,870.3974649437388,0.05822120614611015
PX1086,Jagrati Amble,50,M,India,Blue,2493,1071966.6388058893,13329.841944366079,AMD-BOM,2025-05-08,0.1171632161271689,7,828.7047426381342,0.3460433083757204
PX1087,Arjun Shanker,62,F,India,Blue,4325,1720679.322889681,14126.753601061475,HYD-PNQ,2025-05-18,0.08992656781748957,5,521.9065463087584,0.9149658387336476
PX1088,Falguni Sheth,32,F,India,Blue,3214,1350077.9409956527,4685.62024376791,MAA-BOM,2025-02-21,0.09895186707240368,7,1343.0082544858717,0.2578251290418837
PX1089,Eta Chana,70,M,India,Blue,1967,424352.1689560696,7208.0509109423565,DEL-BLR,2025-04-08,0.09615498508938751,1,239.12487562900083,0.26309672826803154
PX1090,Onveer Bhavsar,27,M,India,Blue,3174,362412.26164790156,13590.447885424415,DEL-DEL,2025-09-26,0.07429315530506052,7,315.7003757917885,0.21164588232778703
PX1091,Orinder Vyas,62,M,India,Silver,334089,1163196.409575655,8475.856837676552,HYD-BLR,2026-02-08,0.07084986105470328,8,1229.5391733361585,0.3684879569588956
PX1092,Quincy Raghavan,54,F,India,Blue,1278,149545.19832314507,7465.441130511284,PNQ-MAA,2025-09-24,0.13700733985201782,6,752.0880713462607,0.6124529241090191
PX1093,Aashi Lall,35,F,India,Blue,2343,620783.1691345023,4040.9048447763894,MAA-MAA,2025-03-02,0.04446285399852301,2,888.7749199657239,0.1408477026804419
PX1094,Zehaan Sawhney,65,M,India,Blue,3143,1501681.4945527676,12290.680589016962,GOI-DEL,2025-10-18,0.07100326496735701,5,872.3110439805236,0.2285920725688091
PX1095,Manbir Balasubramanian,28,M,India,Blue,3452,1342658.116508356,7166.836968166603,HYD-DEL,2025-02-13,0.02968454586189404,1,1997.8754915892096,0.9458723619654666
PX1096,Madhavi Parsa,67,M,India,Blue,1794,1838625.142694729,9956.200340236923,CCU-CCU,2026-01-13,0.1497244328646921,9,587.123854925072,0.5009734633043721
PX1097,Abhimanyu Rajagopalan,67,M,India,Blue,3874,677413.988140936,4761.101586078986,BOM-PNQ,2025-12-11,0.04899649767001477,4,1016.9792092112743,0.879426250702975
PX1098,Wridesh Gola,33,M,India,Blue,287,1199399.226386161,4809.100003918484,AMD-BLR,2025-08-07,0.04247655677366168,8,1674.2871539313614,0.930917812342595
PX1099,Dhruv Uppal,55,F,India,Silver,236016,1559083.2596601467,13127.11157642482,AMD-PNQ,2025-12-16,0.024794581389802676,9,1962.6614583073633,0.12987830560307334
PX1100,Vedant Chatterjee,40,F,India,Blue,617,217848.22324882678,11382.025067643326,DEL-BLR,2025-03-06,0.08693810623387355,6,1144.5219776585886,0.38542327942843624
PX1101,Reyansh Bath,22,F,India,Blue,279,549788.7128484949,9360.17699280519,PNQ-BLR,2025-03-25,0.12887718086798655,6,1373.1949548941802,0.5643481793750175
PX1102,Rachana Ramesh,31,M,India,Blue,2767,210555.4740874945,9463.471070529311,AMD-PNQ,2025-08-09,0.006357314418728399,6,1548.1066241358405,0.01690352423630037
PX1103,Gaurika Bassi,71,M,India,Blue,4158,795302.7299082847,8594.286503306259,BOM-HYD,2026-01-31,0.10848871066795597,0,459.6287951752223,0.5631560603994737
PX1104,Wakeeta Natarajan,47,F,India,Blue,1315,994128.5723750866,9894.196223899922,CCU-PNQ,2025-11-20,0.0008390112750167378,0,882.6884931863084,0.9979077848149792
PX1105,Sarthak Rajan,33,M,India,Silver,23663,1478316.2147848685,4288.633822330006,HYD-MAA,2025-05-04,0.049154245152942505,0,323.7550097146103,0.5245811413774332
PX1106,Saksham Soni,50,M,India,Blue,190,429858.29991615616,4259.880507677984,BOM-DEL,2025-09-11,0.05948454585478094,2,1391.1769770243745,0.774662111053043
PX1107,Champak Dani,54,M,India,Blue,4936,1870546.9795482997,11623.381068242292,BOM-AMD,2025-09-15,0.001671282617934644,1,1279.076531749874,0.9636594181649842
PX1108,Yasti Chhabra,74,M,India,Blue,2710,508802.2806355499,13328.500198484284,GOI-HYD,2025-04-14,0.04379739554359263,0,609.7912041367847,0.9720482701510229
PX1109,Yash Tank,68,M,India,Silver,25344,577760.1163521755,7496.202636060065,MAA-PNQ,2025-02-24,0.06664288105171602,9,1804.9713646446587,0.5861065125301821
PX1110,Amara Shah,61,M,India,Blue,4266,1352579.0642173865,8396.463592402974,AMD-CCU,2025-08-30,0.028497926144439842,8,1659.438959496666,0.9742741570053547
PX1111,Samaksh Narayan,44,M,India,Gold,274010,801320.8973977274,7930.5469407621995,DEL-AMD,2025-03-07,0.11799928185205666,1,1740.736114731785,0.3179016944753077
PX1112,Indali Parekh,47,M,India,Blue,2027,1876843.245334098,10730.501876485803,DEL-BLR,2026-01-25,0.035821821740015476,5,265.44874736378733,0.012503970395363995
PX1113,Vedhika Rana,35,M,India,Blue,662,1030276.253278258,8356.301774429543,CCU-BOM,2025-12-11,0.07510412827660602,0,1593.6801792794388,0.48504217924700976
PX1114,Azaan Guha,39,F,India,Platinum,349047,551422.8566678655,4828.3160856223785,MAA-DEL,2025-07-10,0.1256034369786769,8,1790.8116201922066,0.9827621976880268
PX1115,Ekapad Palan,21,F,India,Blue,2218,1457509.318924359,7434.012142549734,MAA-BOM,2025-11-15,0.11309871460593736,3,294.24256668808994,0.8369875094931171
PX1116,Vivaan Bhagat,35,F,India,Blue,4693,1755590.9650080355,13401.26200574791,MAA-AMD,2025-04-25,0.04688470149462886,8,1477.197326608408,0.9194073617165737
PX1117,Chatura Khare,42,F,India,Platinum,141539,1591061.775461694,10388.810059633255,PNQ-PNQ,2026-01-17,0.06282191988131822,2,1717.0995777917237,0.9710255187103578
PX1118,Geetika Sampath,49,F,India,Gold,84857,1850727.9824369561,9010.466415326064,BOM-BOM,2025-06-02,0.07553955014768164,5,1957.6709147063252,0.5537520892155562
PX1119,Vritti Rana,70,M,India,Blue,1879,1894733.6909783015,9231.806392215363,AMD-PNQ,2025-03-30,0.1262830132876646,8,1105.162518275083,0.06780481107233971
PX1120,Qadim Chand,34,M,India,Blue,1286,1027720.4837311513,6635.033511146395,BLR-CCU,2025-12-13,0.06016400785299286,2,1273.2245113969295,0.19855384638626716
PX1121,Chakradhar Nazareth,31,Other,India,Blue,4526,463871.7398541188,4782.564791513759,PNQ-PNQ,2025-08-06,0.048457987762143516,4,999.7109525595407,0.3035590763270165
PX1122,Faqid Walia,30,F,India,Blue,7,561825.9762366927,5891.438103123323,CCU-CCU,2026-02-07,0.11430443827514558,7,858.8871357754516,0.027611057098982816
PX1123,Shivansh Sehgal,23,F,India,Blue,3991,796115.3474853277,5087.122224016688,HYD-PNQ,2026-01-17,0.11721979980672273,8,516.5334882921948,0.14446929200407566
PX1124,Benjamin Nagar,46,M,India,Platinum,175108,1303115.4140944947,10843.843203581764,AMD-DEL,2025-11-21,0.0009143424783897235,9,605.51012139974,0.525266627434033
PX1125,Abhiram Golla,41,M,India,Blue,4380,1446998.525990896,11463.023946253892,PNQ-BLR,2025-03-20,0.010563327117768662,7,1186.82847009728,0.5434806569748133
PX1126,Triya Sridhar,39,M,India,Blue,1638,6322.904998518664,11308.199696069712,CCU-BOM,2025-12-15,0.08622198558380792,7,1119.9741529355238,0.4488232444930087
PX1127,Brinda Atwal,39,M,India,Blue,1591,474573.3808375813,7351.43269723813,BLR-HYD,2025-02-27,0.08973649129716658,9,1422.2143074061573,0.3211607612795784
PX1128,Yasti Majumdar,29,F,India,Blue,2242,1781815.7733494644,8757.025903925038,GOI-CCU,2025-04-16,0.1411496030067094,5,234.8411964005079,0.9512281543912601
PX1129,Ranveer Suresh,67,M,India,Silver,451027,814119.8690283259,8180.085493156984,MAA-BLR,2025-11-05,0.1375753132200618,6,1777.858566189779,0.04496876380285908
PX1130,Libni Menon,72,M,India,Blue,1204,546295.6369014797,10607.176725947946,PNQ-HYD,2025-07-08,0.09638628886941539,7,552.4902244029886,0.17099769345175142
PX1131,Ekantika Mohan,48,F,India,Silver,351489,1764846.8372277129,7177.387900579775,CCU-GOI,2025-04-26,0.05575610183631103,7,236.932026598933,0.35293690540117895
PX1132,Jonathan Divan,33,M,India,Platinum,428128,1597147.0418303572,4211.088689462744,CCU-AMD,2025-07-15,0.003815277032429659,6,556.3918766484703,0.7018162574357871
PX1133,Radha Char,66,F,India,Gold,200098,1968801.478495966,12535.764320682041,HYD-PNQ,2025-09-17,0.07748128648074326,9,499.37578148025574,0.8374287152157227
PX1134,Gaurav Bahri,34,M,India,Blue,2864,1309805.5981083005,5477.100294649435,GOI-GOI,2025-04-28,0.10185537732183315,5,292.94166050662596,0.21237823867354078
PX1135,Udyati Dash,52,M,India,Gold,196460,747005.3838555936,12000.44897730332,GOI-GOI,2026-01-22,0.1227582185432591,1,517.735928487722,0.6718744213734194
PX1136,Avni Chad,22,M,India,Silver,247247,1283892.1964713063,7222.5295040943365,DEL-HYD,2026-01-15,0.09491672209070372,3,1353.4802931063432,0.2095553401243938
PX1137,Eshana Pillay,73,M,India,Silver,13030,1275496.2477046105,12781.207949987047,MAA-BOM,2025-09-10,0.1275619193456864,4,1068.659224716467,0.6610807065200354
PX1138,Maanas Sama,42,M,India,Platinum,65355,308413.18188078864,11664.267493710155,AMD-CCU,2025-04-24,0.13163214011562768,9,445.4552522925801,0.24602546226441335
PX1139,Nachiket Bhatia,44,M,India,Blue,3798,1110474.0629178102,4779.088697651032,BLR-BLR,2025-03-15,0.14027186055650245,1,570.652507369861,0.2983834238489844
PX1140,Yatin Oza,66,F,India,Blue,1884,1885104.5716769537,11201.819439131647,MAA-BOM,2025-06-13,0.13290432573634553,7,1840.0915692301453,0.6026173772489214
PX1141,Luke Desai,34,F,India,Blue,4088,605065.7082214205,7947.756064827984,HYD-BOM,2026-01-23,0.059156046552574115,6,400.8399935616591,0.5304501924749682
PX1142,Mahika Garde,42,M,India,Blue,2214,177438.19851520503,8388.035904781376,HYD-BOM,2025-12-23,0.07415119098818998,8,1726.1426046704942,0.5574903326767793
PX1143,Wridesh Chaudry,20,F,India,Blue,3435,1615231.3684063035,12051.411902310356,DEL-DEL,2025-02-27,0.11775028131359995,8,1959.4298191444827,0.4492641923575823
PX1144,Vedhika Zacharia,26,F,India,Blue,3417,342990.59654562315,4622.143781811436,GOI-HYD,2025-04-25,0.13809688446937057,2,1343.793736778225,0.7842439766619077
PX1145,Mohammed Soni,60,F,India,Silver,314357,756159.0969590623,8779.310683595482,AMD-BOM,2025-08-19,0.084880881860758,7,1820.721141088531,0.2749704203698601
PX1146,Alexander Salvi,68,M,India,Blue,352,1799776.8270500244,13352.173678592033,HYD-BLR,2025-03-26,0.011434924207697006,9,1025.8964602335282,0.2615718626606126
PX1147,Yashodhara Bail,45,F,India,Blue,720,1085076.8284254442,5275.39664916066,BLR-AMD,2025-12-16,0.02913628820614894,1,1247.9495614105683,0.7309798694924039
PX1148,Yuvraj Bala,58,M,India,Blue,789,1555769.379538889,9562.651766802064,CCU-DEL,2025-03-06,0.016370326823877405,7,1492.4296753840115,0.8029665658577697
PX1149,Abdul Sarin,60,F,India,Blue,1726,791997.3317585893,7351.220928034811,AMD-BLR,2025-05-31,0.11775431966064025,4,380.41918707805337,0.6318478228589892
PX1150,Falak Rastogi,44,M,India,Gold,298131,941219.0216119136,7442.671805396552,PNQ-HYD,2025-03-21,0.012794149567194013,4,1512.308794837937,0.6074446233393958
PX1151,Kalpit Korpal,29,M,India,Blue,4062,649010.1441235596,14287.237727457561,GOI-MAA,2025-09-15,0.03974716889917033,6,1100.2698858349615,0.3348887431522276
PX1152,Hardik Mall,54,F,India,Blue,4049,1445716.053849798,13727.10917670078,HYD-MAA,2025-03-01,0.07890070485813358,0,1360.690470039952,0.5850362238644101
PX1153,Manthan Rau,20,M,India,Blue,398,501620.6086162935,4581.902839765134,CCU-PNQ,2025-12-26,0.09324717240428868,8,748.3720328836284,0.29073955320197653
PX1154,Qushi Peri,21,F,India,Blue,1690,1266153.98213295,9265.697472581232,BLR-BLR,2025-10-10,0.0668265101464182,6,249.79227718927518,0.4260595629004891
PX1155,Anusha Dora,40,F,India,Blue,1880,891603.8830254603,5552.495845196458,AMD-BOM,2025-11-07,0.0915010908479396,2,972.7178220319989,0.43706718275194
PX1156,Daksh Sandhu,32,M,India,Blue,854,1806804.0859837488,9495.136027434924,CCU-AMD,2025-07-07,0.01804084274079899,1,1336.5060604890568,0.4046881472781667
PX1157,Wazir Bhatti,72,M,India,Silver,358382,1893023.8885517833,7532.003563830192,PNQ-DEL,2025-10-20,0.003779999200818712,0,1126.340745219411,0.7692836717158595
